Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,25.8,0.0078,78.6,0.2996,373.0,50.4,0.37,Yes
S2,43.4,0.0092,82.0,0.5177,446.0,30.4,0.443,No
S3,29.0,0.0073,77.5,0.2199,336.0,53.5,0.405,Yes
