Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,32.1,0.0077,78.6,0.271,359.0,38.2,0.412,Yes
S2,41.4,0.0095,83.8,0.5041,432.0,20.4,0.462,No
S3,26.8,0.008,78.7,0.3331,388.0,48.5,0.369,Yes
