shift,phase,label,kpi,n,mean,sd,ci95_half,min,max,median,cv_pct
1,1,FS1,throughput_uph,10,71.59,6.21064498350301,4.442519115141768,64.0,85.6,69.15,8.675296806122377
1,1,FS1,fatigue_index,10,0.31583,0.05798398342071138,0.04147636121575275,0.2827,0.472,0.29195000000000004,18.35923864759883
1,1,FS1,noise_db,10,81.32000000000001,1.5178932768808224,1.0857600000000003,80.5,85.5,80.8,1.866568220463382
1,1,FS1,energy_kwh,10,756.0,29.791870628672438,21.31033976265981,735.0,834.0,742.5,3.9407236281312747
1,1,FS1,defect_rate,10,0.00779,0.00045813632129409776,0.0003277082122864789,0.0075,0.009,0.0076500000000000005,5.881082429962744
1,1,FS1,cell_balance_loss_pct,10,4.41,2.0663709465845885,1.4780900298696285,0.5,6.6,5.2,46.85648404953716
1,1,FS1,agv_utilization,10,0.4373,0.04122849607842723,0.029491040367542146,0.386,0.531,0.422,9.427966173891432
1,3,FS2,throughput_uph,10,94.28,1.6877335229367336,1.2072479519966048,91.4,97.5,94.5,1.7901288957750674
1,3,FS2,fatigue_index,10,0.57171,0.02478823421616708,0.017731202576937652,0.5395,0.6307,0.56915,4.33580560356948
1,3,FS2,noise_db,10,85.49,0.5989806155275631,0.4284551509784895,84.6,86.3,85.7,0.7006440700989158
1,3,FS2,energy_kwh,10,901.0,11.575836902790225,8.280279560497942,886.0,925.0,899.5,1.2847765707869283
1,3,FS2,defect_rate,10,0.00944,0.00016465452046971295,0.00011777856511267237,0.0092,0.0098,0.00945,1.7442216151452643
1,3,FS2,cell_balance_loss_pct,10,2.02,1.6784913861361737,1.2006369849375789,0.2,5.7,1.5499999999999998,83.0936329770383
1,3,FS2,agv_utilization,10,0.5832999999999999,0.011175866856758818,0.007994178104095511,0.566,0.605,0.582,1.9159723738657328
1,5,FS3,throughput_uph,10,68.03999999999999,1.9097411110176987,1.3660515796996837,63.4,70.2,68.35,2.8067917563458242
1,5,FS3,fatigue_index,10,0.33786,0.029532099297017285,0.021124523457025007,0.2741,0.3705,0.3446,8.740927987041168
1,5,FS3,noise_db,10,83.92,1.229995483279873,0.8798246334355498,81.8,85.4,84.35,1.4656762193516122
1,5,FS3,energy_kwh,10,749.1,17.361835540441376,12.419046084140279,712.0,773.0,754.0,2.3176926365560506
1,5,FS3,defect_rate,10,0.00829,0.00031428932176861776,0.0002248134168594036,0.0077,0.0087,0.0084,3.791186028571987
1,5,FS3,cell_balance_loss_pct,10,7.720000000000001,4.025971242376732,2.87980624376016,2.3,15.6,7.5,52.14988655928409
1,5,FS3,agv_utilization,10,0.4079,0.014609357731718842,0.01045017887119641,0.38,0.431,0.4095,3.581602778062967
1,6,FS4,throughput_uph,10,67.36,3.5415627435733317,2.5333053535647845,62.5,73.3,66.05,5.257664405542357
1,6,FS4,fatigue_index,10,0.31649,0.026779903327350193,0.01915585784558864,0.271,0.3581,0.31865,8.461532221349866
1,6,FS4,noise_db,10,81.24,0.3657564459825386,0.2616282217192938,80.8,81.8,81.25,0.45021719101740354
1,6,FS4,energy_kwh,10,725.4,22.91142364265768,16.388706448039148,684.0,761.0,732.0,3.1584537693214343
1,6,FS4,defect_rate,10,0.007639999999999999,0.00016465452046971304,0.00011777856511267243,0.0074,0.0079,0.0076500000000000005,2.1551638804936264
1,6,FS4,cell_balance_loss_pct,10,4.25,3.2578963901402527,2.330396766647259,0.6,8.9,3.5,76.65638565035889
1,6,FS4,agv_utilization,10,0.4117,0.024850888649435993,0.017776019744588492,0.372,0.455,0.409,6.036164354975951
