Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,36.2,0.0078,78.6,0.2996,373.0,30.4,0.443,Yes
S2,44.3,0.0096,83.7,0.5388,445.0,25.9,0.457,No
S3,28.4,0.0078,78.9,0.2913,368.0,52.4,0.387,Yes
