Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,31.3,0.0074,77.5,0.2557,356.0,39.8,0.411,Yes
S2,46.1,0.0095,82.0,0.5674,463.0,22.9,0.468,No
S3,31.4,0.0078,78.7,0.2913,368.0,47.5,0.404,Yes
