shift,phase,label,kpi,n,mean,sd,ci95_half,min,max,median,cv_pct
2,6,S4 (shift 2),defect_rate,1,0.0073,0.0,0.0,0.0073,0.0073,0.0073,0.0
2,6,S4 (shift 2),deadline_gap_pct,1,51.8,0.0,0.0,51.8,51.8,51.8,0.0
3,1,S1 (shift 3),throughput_uph,1,40.7,0.0,0.0,40.7,40.7,40.7,0.0
3,1,S1 (shift 3),vr_score,1,0.481,0.0,0.0,0.481,0.481,0.481,0.0
3,1,S1 (shift 3),fatigue_index,1,0.3501,0.0,0.0,0.3501,0.3501,0.3501,0.0
3,1,S1 (shift 3),noise_db,1,77.8,0.0,0.0,77.8,77.8,77.8,0.0
3,1,S1 (shift 3),energy_kwh,1,401.0,0.0,0.0,401.0,401.0,401.0,0.0
3,1,S1 (shift 3),defect_rate,1,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0
3,1,S1 (shift 3),deadline_gap_pct,1,21.7,0.0,0.0,21.7,21.7,21.7,0.0
3,3,S2 (shift 3),throughput_uph,1,48.2,0.0,0.0,48.2,48.2,48.2,0.0
3,3,S2 (shift 3),vr_score,1,0.467,0.0,0.0,0.467,0.467,0.467,0.0
3,3,S2 (shift 3),fatigue_index,1,0.6001,0.0,0.0,0.6001,0.6001,0.6001,0.0
3,3,S2 (shift 3),noise_db,1,84.9,0.0,0.0,84.9,84.9,84.9,0.0
3,3,S2 (shift 3),energy_kwh,1,462.0,0.0,0.0,462.0,462.0,462.0,0.0
3,3,S2 (shift 3),defect_rate,1,0.01,0.0,0.0,0.01,0.01,0.01,0.0
3,3,S2 (shift 3),deadline_gap_pct,1,25.9,0.0,0.0,25.9,25.9,25.9,0.0
3,5,S3 (shift 3),throughput_uph,1,42.1,0.0,0.0,42.1,42.1,42.1,0.0
3,5,S3 (shift 3),vr_score,1,0.444,0.0,0.0,0.444,0.444,0.444,0.0
3,5,S3 (shift 3),fatigue_index,1,0.3958,0.0,0.0,0.3958,0.3958,0.3958,0.0
3,5,S3 (shift 3),noise_db,1,78.7,0.0,0.0,78.7,78.7,78.7,0.0
3,5,S3 (shift 3),energy_kwh,1,417.0,0.0,0.0,417.0,417.0,417.0,0.0
3,5,S3 (shift 3),defect_rate,1,0.0082,0.0,0.0,0.0082,0.0082,0.0082,0.0
3,5,S3 (shift 3),deadline_gap_pct,1,35.2,0.0,0.0,35.2,35.2,35.2,0.0
3,6,S4 (shift 3),throughput_uph,1,25.1,0.0,0.0,25.1,25.1,25.1,0.0
3,6,S4 (shift 3),vr_score,1,0.358,0.0,0.0,0.358,0.358,0.358,0.0
3,6,S4 (shift 3),fatigue_index,1,0.3225,0.0,0.0,0.3225,0.3225,0.3225,0.0
3,6,S4 (shift 3),noise_db,1,76.1,0.0,0.0,76.1,76.1,76.1,0.0
3,6,S4 (shift 3),energy_kwh,1,409.0,0.0,0.0,409.0,409.0,409.0,0.0
3,6,S4 (shift 3),defect_rate,1,0.0073,0.0,0.0,0.0073,0.0073,0.0073,0.0
3,6,S4 (shift 3),deadline_gap_pct,1,51.8,0.0,0.0,51.8,51.8,51.8,0.0
