Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,31.5,0.0075,77.5,0.2827,370.0,39.5,0.406,Yes
S2,46.8,0.0096,82.9,0.5651,457.0,21.7,0.476,No
S3,27.2,0.008,79.3,0.3221,380.0,54.5,0.374,Yes
