Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,32.9,0.0078,78.6,0.2996,373.0,36.7,0.411,Yes
S2,42.0,0.0094,83.2,0.5113,438.0,29.8,0.439,No
S3,29.0,0.0078,79.4,0.2578,347.0,51.5,0.398,Yes
