Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,31.0,0.0076,78.6,0.2437,344.0,40.4,0.412,Yes
S2,48.1,0.01,84.9,0.6001,462.0,23.0,0.474,No
S3,33.2,0.0077,78.5,0.2847,367.0,46.9,0.416,Yes
