Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,28.9,0.0078,78.6,0.2996,373.0,44.4,0.388,Yes
S2,40.5,0.0095,84.0,0.5066,432.0,22.2,0.452,No
S3,35.4,0.0082,79.8,0.3634,396.0,31.9,0.422,Yes
