Plan,CellA_uph,CellB_uph,Total_uph,Noise_dB,CellBalance_Loss%,AGV_Util,H1_Fatigue,H2_Fatigue,H3_Fatigue,Energy_kWh,DefectRate,Feasible
FS1,32.9,34.7,67.6,80.5,5.2,0.411,0.2827,0.2827,0.0,740,0.0075,Yes
FS2,46.2,46.3,92.5,85.7,0.2,0.578,0.5709,0.0,0.5148,900,0.0095,No
FS3,33.0,36.4,69.4,81.9,9.3,0.412,0.2679,0.0,0.298,727,0.0078,Yes
FS4,32.7,29.8,62.5,80.8,8.9,0.372,0.2788,0.0,0.1933,684,0.0074,Yes
