Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,30.0,0.0077,78.6,0.271,359.0,42.3,0.4,Yes
S2,26.5,0.0093,82.2,0.5259,447.0,55.7,0.339,No
S3,10.6,0.008,79.9,0.2915,362.0,82.3,0.283,Yes
