Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,30.1,0.0079,78.9,0.3082,374.0,42.0,0.394,Yes
S2,48.1,0.01,84.9,0.6001,462.0,23.0,0.474,No
S3,33.8,0.0083,80.3,0.3441,384.0,47.9,0.408,No
