Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,32.9,0.008,79.2,0.3117,375.0,36.7,0.409,Yes
S2,44.1,0.0093,82.5,0.5036,437.0,29.4,0.452,No
S3,26.4,0.0079,78.9,0.2963,369.0,57.8,0.374,Yes
