Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,28.8,0.0078,78.9,0.2788,360.0,44.6,0.392,Yes
S2,48.1,0.01,84.9,0.6001,462.0,23.0,0.474,No
S3,27.8,0.0078,78.7,0.303,374.0,57.2,0.381,Yes
