shift,phase,label,kpi,n,mean,sd,ci95_half,min,max,median,cv_pct
6,5,S3 (shift 6),deadline_gap_pct,3,46.800000000000004,4.9365980188789935,12.264179077432512,43.9,52.5,44.0,10.548286365126053
6,6,S4 (shift 6),throughput_uph,3,25.100000000000005,0.0,0.0,25.1,25.1,25.1,0.0
6,6,S4 (shift 6),vr_score,3,0.35799999999999993,0.0,0.0,0.358,0.358,0.358,0.0
6,6,S4 (shift 6),fatigue_index,3,0.3225,0.0,0.0,0.3225,0.3225,0.3225,0.0
6,6,S4 (shift 6),noise_db,3,76.1,0.0,0.0,76.1,76.1,76.1,0.0
6,6,S4 (shift 6),energy_kwh,3,409.0,0.0,0.0,409.0,409.0,409.0,0.0
6,6,S4 (shift 6),defect_rate,3,0.0073,0.0,0.0,0.0073,0.0073,0.0073,0.0
6,6,S4 (shift 6),deadline_gap_pct,3,51.79999999999999,0.0,0.0,51.8,51.8,51.8,0.0
7,1,S1 (shift 7),throughput_uph,3,40.7,0.0,0.0,40.7,40.7,40.7,0.0
7,1,S1 (shift 7),vr_score,3,0.48100000000000004,0.0,0.0,0.481,0.481,0.481,0.0
7,1,S1 (shift 7),fatigue_index,3,0.3501,0.0,0.0,0.3501,0.3501,0.3501,0.0
7,1,S1 (shift 7),noise_db,3,77.8,0.0,0.0,77.8,77.8,77.8,0.0
7,1,S1 (shift 7),energy_kwh,3,401.0,0.0,0.0,401.0,401.0,401.0,0.0
7,1,S1 (shift 7),defect_rate,3,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0
7,1,S1 (shift 7),deadline_gap_pct,3,21.7,0.0,0.0,21.7,21.7,21.7,0.0
7,3,S2 (shift 7),throughput_uph,3,48.20000000000001,0.0,0.0,48.2,48.2,48.2,0.0
7,3,S2 (shift 7),vr_score,3,0.4749999999999999,0.0,0.0,0.475,0.475,0.475,0.0
7,3,S2 (shift 7),fatigue_index,3,0.6001,0.0,0.0,0.6001,0.6001,0.6001,0.0
7,3,S2 (shift 7),noise_db,3,84.9,0.0,0.0,84.9,84.9,84.9,0.0
7,3,S2 (shift 7),energy_kwh,3,462.0,0.0,0.0,462.0,462.0,462.0,0.0
7,3,S2 (shift 7),defect_rate,3,0.01,0.0,0.0,0.01,0.01,0.01,0.0
7,3,S2 (shift 7),deadline_gap_pct,3,22.8,0.0,0.0,22.8,22.8,22.8,0.0
7,5,S3 (shift 7),throughput_uph,3,25.400000000000002,0.5196152422706624,1.290899999999998,24.8,25.7,25.7,2.045729300278198
