Plan,Throughput(u/h),DefectRate,Noise(dB),FatigueIndex,Energy(kWh),DeadlineGap(%),V/R,Feasible
S1,33.3,0.0074,77.5,0.2557,356.0,35.9,0.423,Yes
S2,45.6,0.0096,83.2,0.545,450.0,26.9,0.459,No
S3,23.0,0.0076,78.1,0.2815,366.0,63.2,0.357,Yes
